name,price,rating,latitude,longitude,station,distance
Burger & Lobster,$$,4.0,,,23 ST,476.602209874834
La Maison du Macaron,$$,4.0,,,23 ST,159.20955736932126
Brooklyn Bagel & Coffee Company,$,4.0,,,23 ST,287.3917568104944
Johny's Luncheonette,$,4.0,,,23 ST,222.6395702228874
Excellent Dumpling House,$$,4.0,,,23 ST,53.08972690254673
Seven Grams Caffe,$,4.5,,,23 ST,205.60034073976158
Cafeteria,$$,3.5,,,23 ST,440.58568973494397
Terri,$$,4.0,,,23 ST,335.53608483748206
Momoya,$$$,4.0,,,23 ST,173.58950423848393
Boqueria Spanish Tapas - Flatiron,$$$,4.0,,,23 ST,441.915596836601
Asuka Sushi,$$,4.0,,,23 ST,305.6187988662888
By Chloe,$$,4.0,,,23 ST,328.93610124802325
Café Grumpy,$$,4.0,,,23 ST,285.03110198431006
Smithfield Hall,$$,4.0,,,23 ST,196.95851802661144
Murray's Bagels,$,3.5,,,23 ST,251.35138961746583
Foragers Table,$$,4.0,,,23 ST,293.91535073957203
Kobeyaki,$$,4.0,,,23 ST,290.3111916059277
BXL Zoute,$$,4.0,,,23 ST,363.8193081415441
Barcade,$$,3.5,,,23 ST,98.02002803980946
El Quijote,$$$,3.5,,,23 ST,134.38237244062142
Momofuku Nishi,$$,4.0,,,23 ST,266.8909583798956
Grimaldi's,$$,3.5,,,23 ST,351.54344759407087
Elmo,$$,3.5,,,23 ST,281.97263618638414
The Trailer Park Lounge,$$,3.5,,,23 ST,228.64386140871207
Zagara Ristorante Italiano,$$,4.0,,,23 ST,45.460113683780946
One Star,$,4.5,,,23 ST,144.3572818782883
Bite,$,4.0,,,23 ST,327.0063542509166
Flatiron Lounge,$$$,4.0,,,23 ST,495.74192353411826
Perpetuum Cafe,$,4.5,,,23 ST,221.08930486359355
RARE Bar & Grill,$$,3.5,,,23 ST,236.3603879931517
Sala One Nine,$$,4.0,,,23 ST,513.7583314876343
Malibu Diner,$$,3.5,,,23 ST,63.49725446161323
Le Zie,$$,3.5,,,23 ST,210.39926094956365
Rin Thai,$$,3.5,,,23 ST,213.1470620767717
B&B Restaurant Corporation,$,4.5,,,23 ST,266.8227136091309
Lucky's Famous Burgers,$$,3.5,,,23 ST,237.4306375037258
Telegraphe Cafe,$,4.0,,,23 ST,443.97727476316146
Bella Napoli,$,3.5,,,23 ST,140.06904919450506
DAVIDsTEA,$$,4.5,,,23 ST,299.6839998203172
Markt,$$,3.5,,,23 ST,334.37826394744013
Vivi Bubble Tea,$,3.5,,,23 ST,54.992426041935055
Great Burrito,$,4.0,,,23 ST,249.6319282242454
Hana Sushi,$$,3.5,,,23 ST,70.93587023867339
Blossom Du Jour,$$,3.5,,,23 ST,190.55495220017502
Bean & Bean,$$,4.0,,,23 ST,328.1372453531601
Argo Tea Café,$,3.5,,,23 ST,208.1588667777671
Milanes Spanish Restaurant,$,4.0,,,23 ST,150.13722765563958
RARE View Rooftop Chelsea,$$,3.5,,,23 ST,228.1365558224339
Champignon,$$,3.5,,,23 ST,108.55110177161568
Shake Shack,$$,4.0,,,42 ST-PORT AUTH,131.30442902159982
Carmine's Italian Restaurant - Times Square,$$,4.0,,,42 ST-PORT AUTH,249.76269661144357
Junior's Cheesecake,$$,4.0,,,42 ST-PORT AUTH,280.58034143071086
Los Tacos No.1,$,4.5,,,42 ST-PORT AUTH,166.8341359390282
Bea,$$,4.0,,,42 ST-PORT AUTH,303.49217356698693
John's of Times Square,$$,3.5,,,42 ST-PORT AUTH,151.06568725813784
Schmackary's,$,4.0,,,42 ST-PORT AUTH,332.4344779885435
Go! Go! Curry!,$,4.0,,,42 ST-PORT AUTH,311.8764949929639
Gyu-Kaku Japanese BBQ,$$,4.0,,,42 ST-PORT AUTH,195.94577284209902
Trattoria Trecolori,$$,4.0,,,42 ST-PORT AUTH,376.9513496567127
Dafni Greek Taverna,$$,4.0,,,42 ST-PORT AUTH,119.40290312346924
Becco,$$$,3.5,,,42 ST-PORT AUTH,388.9734876098913
Green Symphony,$,4.0,,,42 ST-PORT AUTH,111.33651422773801
Patzeria Perfect Pizza,$,4.0,,,42 ST-PORT AUTH,345.33273187822596
Rudy's Bar & Grill,$,4.0,,,42 ST-PORT AUTH,348.96762682245975
Hakkasan,$$$$,3.5,,,42 ST-PORT AUTH,147.01394320352156
Frisson Espresso,$,4.5,,,42 ST-PORT AUTH,396.36905181104584
5 Napkin Burger,$$,3.5,,,42 ST-PORT AUTH,323.5353398974752
OBAO,$$,4.0,,,42 ST-PORT AUTH,388.71477261230024
Dallas BBQ,$$,3.0,,,42 ST-PORT AUTH,85.18305067894403
Red Poke,$$,4.5,,,42 ST-PORT AUTH,254.20283553763574
Dutch Freds,$$,4.5,,,42 ST-PORT AUTH,421.24484853591866
Schnippers,$$,3.5,,,42 ST-PORT AUTH,107.79882800178078
Amy's Bread,$,4.0,,,42 ST-PORT AUTH,434.66312917531616
Times Square,,3.5,,,42 ST-PORT AUTH,372.5903322803017
Shorty's,$$,4.0,,,42 ST-PORT AUTH,251.38725296653257
Dim Sum Palace,$$,4.0,,,42 ST-PORT AUTH,322.83264198503355
Pulperia Hell's Kitchen,$$$,4.5,,,42 ST-PORT AUTH,405.2666156052788
City Kitchen,$$,4.0,,,42 ST-PORT AUTH,197.14419299921843
Beer Culture,$$,4.0,,,42 ST-PORT AUTH,242.64496895530877
Réunion,$$,4.0,,,42 ST-PORT AUTH,292.13773667353524
Inakaya,$$$,3.5,,,42 ST-PORT AUTH,142.15819855377774
Room Service,$$,3.5,,,42 ST-PORT AUTH,495.5056976990444
Churrascaria Plataforma,$$$$,4.0,,,42 ST-PORT AUTH,544.1117323661863
District Tap House,$$,4.0,,,42 ST-PORT AUTH,369.1491300380888
Birdland Jazz Club,$$$,4.0,,,42 ST-PORT AUTH,184.660638141817
Patzeria Family & Friends,$$,4.5,,,42 ST-PORT AUTH,498.3141027329842
Marseille,$$$,4.0,,,42 ST-PORT AUTH,310.32777823857754
Hourglass Tavern,$$,4.0,,,42 ST-PORT AUTH,408.249199506764
Sushi of Gari 46,$$$$,4.0,,,42 ST-PORT AUTH,380.1273199443179
Haru Sushi,$$,3.5,,,42 ST-PORT AUTH,196.24078747343287
Turco Mediterranean Grill,$,4.0,,,42 ST-PORT AUTH,263.5147850065618
Bareburger,$$,4.0,,,42 ST-PORT AUTH,365.16066792984935
Etcetera Etcetera,$$$,4.0,,,42 ST-PORT AUTH,247.10873029212524
At Nine Restaurant & Bar,$$,4.0,,,42 ST-PORT AUTH,249.67057102595638
The Skylark,$$$,4.0,,,42 ST-PORT AUTH,340.7019038254093
Samba Kitchen,$$,4.5,,,42 ST-PORT AUTH,418.5350365803101
Black Iron Burger,$$,4.0,,,42 ST-PORT AUTH,349.1271599429122
City Sandwich,$$,4.0,,,42 ST-PORT AUTH,392.2413525135203
The Hummus & Pita,$,4.0,,,42 ST-PORT AUTH,198.8340081413318
Club A Steakhouse,$$$,4.5,,,59 ST,340.47807068357963
Daniel,$$$$,4.5,,,59 ST,473.29201491282356
Little Collins,$$,4.5,,,59 ST,323.8839184187736
TAO Uptown,$$$,3.5,,,59 ST,288.8943762903325
My Pie,$,4.5,,,59 ST,225.69589460571365
Serendipity 3,$$,3.0,,,59 ST,268.4989728232366
Alice's Tea Cup Chapter II,$$,3.5,,,59 ST,339.1172301641731
Forty Carrots,$$,4.0,,,59 ST,78.1450528881342
Le Botaniste,$$,4.5,,,59 ST,321.7341188977214
The Bar Room,$$,4.0,,,59 ST,106.24597017791312
Omar's Mediterranean East Midtown,$$,4.5,,,59 ST,426.6395253070167
Amali,$$$,4.0,,,59 ST,111.17777514311382
Hillstone Restaurant,$$$,4.0,,,59 ST,482.5686044617323
Pizza By Certé,$,4.0,,,59 ST,300.2844228069169
Birch Coffee,$$,4.5,,,59 ST,187.22580045011316
Felidia,$$$$,4.0,,,59 ST,340.5679706416109
Chola,$$,4.0,,,59 ST,316.63805863049333
Tony Dragon's Grille,$,4.5,,,59 ST,370.9567242268078
Scalinatella Restaurant,$$$$,4.0,,,59 ST,217.5411509305368
P.J. Clarke's,$$,3.5,,,59 ST,401.5858506327718
Lips,$$,4.0,,,59 ST,367.25920642296336
BLT Steak,$$$$,4.0,,,59 ST,250.55810449299702
Darbar Grill,$$,4.0,,,59 ST,359.72670351796734
Nare Sushi,$$,4.0,,,59 ST,199.4119313880182
Juan Valdez Cafe,$,4.0,,,59 ST,224.33164237516715
Philippe By Philippe Chow,$$$,3.5,,,59 ST,270.03344600382616
Fig & Olive Uptown,$$$,3.5,,,59 ST,219.99674319658766
Avena,$$$,4.5,,,59 ST,178.63909218314808
Lilli & Loo,$$,3.5,,,59 ST,158.9753079851649
Naya Mezze & Grill,$$,4.0,,,59 ST,466.5490318603589
Vaucluse,$$$$,4.0,,,59 ST,279.27250064818156
LAVO Italian Restaurant,$$$,3.0,,,59 ST,287.504173110288
Isle of Capri,$$$,4.0,,,59 ST,169.37851749681784
Land of Plenty,$$,3.5,,,59 ST,243.04258168326004
Juicy Cube,$$,4.0,,,59 ST,295.0304353316945
Anassa Taverna,$$$,3.5,,,59 ST,169.3020987239103
Agra Restaurant,$$,4.0,,,59 ST,222.58269922772516
Ninth Street Espresso,$,4.0,,,59 ST,280.0674540563232
Macaron Cafe,$$,3.5,,,59 ST,275.6640372844585
Draught 55,$$,4.0,,,59 ST,477.45262191571396
Ajisai Japanese Fusion,$$,3.5,,,59 ST,171.3320724516576
NY Jumbo Bagels,$,4.0,,,59 ST,474.57304156080295
Club Macanudo,$$$,4.0,,,59 ST,398.0563259712867
Patsy's Pizzeria,$$,3.0,,,59 ST,206.30113011612454
La Pulperia,$$,4.0,,,59 ST,191.9918274470165
Korean Express,$$,3.5,,,59 ST,223.55860040864147
Le Colonial,$$$,3.5,,,59 ST,188.36896065788952
August,$$$,4.0,,,59 ST,159.03563309502027
Angus Club Steakhouse,$$$$,4.0,,,59 ST,351.471803639265
El Rey del Sabor,$,4.0,,,59 ST,137.24110488703474
Carmine's Italian Restaurant - Times Square,$$,4.0,,,TIMES SQ-42 ST,254.08209108385827
Tony's Di Napoli,$$,4.0,,,TIMES SQ-42 ST,218.46152454926377
Junior's Cheesecake,$$,4.0,,,TIMES SQ-42 ST,338.45329793347474
Best Bagel & Coffee,$,4.5,,,TIMES SQ-42 ST,452.0982189565516
Los Tacos No.1,$,4.5,,,TIMES SQ-42 ST,247.5849177201717
Ootoya Times Square,$$,4.0,,,TIMES SQ-42 ST,136.2696657428626
Shake Shack,$$,4.0,,,TIMES SQ-42 ST,375.1272931444327
Go! Go! Curry!,$,4.0,,,TIMES SQ-42 ST,310.5730075969057
Keens Steakhouse,$$$$,4.0,,,TIMES SQ-42 ST,521.0771912374361
Pokéworks,$$,4.0,,,TIMES SQ-42 ST,432.91778565966854
Aureole,$$$$,4.0,,,TIMES SQ-42 ST,191.69713217613358
John's of Times Square,$$,3.5,,,TIMES SQ-42 ST,333.6201003196092
Culture Espresso,$$,4.0,,,TIMES SQ-42 ST,374.29702055809935
Calle Dao - Bryant Park,$$,4.0,,,TIMES SQ-42 ST,444.38640619512006
Trattoria Trecolori,$$,4.0,,,TIMES SQ-42 ST,511.73256121877944
The Kati Roll Company,$,4.0,,,TIMES SQ-42 ST,370.81662949574354
Parker & Quinn,$$,4.0,,,TIMES SQ-42 ST,364.92238352075105
The Skylark,$$$,4.0,,,TIMES SQ-42 ST,168.25894344423943
Virgil's Real BBQ - Times Square,$$,3.5,,,TIMES SQ-42 ST,259.499838497425
The Counter,$$,3.5,,,TIMES SQ-42 ST,53.071239892236136
District Tap House,$$,4.0,,,TIMES SQ-42 ST,288.90073680922217
Joe's Pizza,$,4.0,,,TIMES SQ-42 ST,88.72211917431864
Paris Baguette,$$,4.0,,,TIMES SQ-42 ST,38.75706137631279
Patzeria Perfect Pizza,$,4.0,,,TIMES SQ-42 ST,468.1097472299682
Jimmy's Corner,$,4.0,,,TIMES SQ-42 ST,266.66492993038025
Green Symphony,$,4.0,,,TIMES SQ-42 ST,285.7727881821894
Havana Central,$$,3.5,,,TIMES SQ-42 ST,450.105356294349
Black Iron Burger,$$,4.0,,,TIMES SQ-42 ST,273.74673828191175
Dallas BBQ,$$,3.0,,,TIMES SQ-42 ST,218.8539097632324
Gyu-Kaku Japanese BBQ,$$,4.0,,,TIMES SQ-42 ST,465.3646218605254
Inakaya,$$$,3.5,,,TIMES SQ-42 ST,187.62489900099462
Crisp,$$,4.0,,,TIMES SQ-42 ST,218.86533906679128
Times Square,,3.5,,,TIMES SQ-42 ST,472.2351431450054
Bubba Gump Shrimp,$$,3.5,,,TIMES SQ-42 ST,230.81150022852555
Beyond Sushi,$$,4.5,,,TIMES SQ-42 ST,336.18548839178595
Bonchon Chicken - NYC 38th St,$$,3.5,,,TIMES SQ-42 ST,218.24019201178115
Paul's On Times Square,$$,4.0,,,TIMES SQ-42 ST,155.80211939294574
L'ADRESSE,$$,4.0,,,TIMES SQ-42 ST,258.6493853335839
Schnippers,$$,3.5,,,TIMES SQ-42 ST,257.73931469917574
Haru Sushi,$$,3.5,,,TIMES SQ-42 ST,237.23519174353032
Dafni Greek Taverna,$$,4.0,,,TIMES SQ-42 ST,410.797604527177
Chick-fil-A,$,4.0,,,TIMES SQ-42 ST,413.16230176958976
Balade - Your Way,$$,4.5,,,TIMES SQ-42 ST,332.84028159118293
Zen Ramen & Sushi,$$,4.5,,,TIMES SQ-42 ST,411.4906928107209
Osteria Al Doge,$$$,4.0,,,TIMES SQ-42 ST,263.47165613370356
Hakkasan,$$$$,3.5,,,TIMES SQ-42 ST,424.46007356853556
Wasabi Sushi & Bento,$$,3.5,,,TIMES SQ-42 ST,51.9552916662646
BXL Cafe,$$,3.5,,,TIMES SQ-42 ST,259.6566452552851
Ben's Kosher Delicatessen Restaurant & Caterers,$$,3.5,,,TIMES SQ-42 ST,216.76421798299492
The Picnic Basket,$,4.0,,,TIMES SQ-42 ST,429.5221226383008
Ippudo East Village,$$,4.0,,,14 ST-UNION SQ,415.7691552085856
Max Brenner,$$,3.5,,,14 ST-UNION SQ,103.38699364724397
Gramercy Tavern,$$$$,4.5,,,14 ST-UNION SQ,447.61050044150676
ABC Kitchen,$$$,4.0,,,14 ST-UNION SQ,381.53714703046836
Breads Bakery,$$,4.5,,,14 ST-UNION SQ,266.8846704455587
Num Pang Kitchen,$,4.0,,,14 ST-UNION SQ,281.67539571971105
Dos Toros Taqueria,$,4.0,,,14 ST-UNION SQ,112.17683622954729
Union Square,,4.0,,,14 ST-UNION SQ,93.83607314760914
Tsurutontan Udon Noodle Brasserie,$$,4.0,,,14 ST-UNION SQ,267.63052025348145
Blue Water Grill,$$$,4.0,,,14 ST-UNION SQ,237.619387425138
Barn Joo,$$,4.0,,,14 ST-UNION SQ,254.88637156720915
Ichabod's,$$,4.0,,,14 ST-UNION SQ,134.42778357071353
Thai Villa,$$,4.5,,,14 ST-UNION SQ,485.7662709344624
Joe's Pizza,$,4.0,,,14 ST-UNION SQ,188.7373867867195
Dear Irving,$$$,4.5,,,14 ST-UNION SQ,275.40956239771805
The PokéSpot,$$,4.0,,,14 ST-UNION SQ,187.26963995598953
Strip House,$$$$,4.0,,,14 ST-UNION SQ,293.16599761323994
Casa Mono,$$$,3.5,,,14 ST-UNION SQ,273.8108774991833
Union Square Café,$$$,4.0,,,14 ST-UNION SQ,384.3021721991833
CAVA,$$,4.5,,,14 ST-UNION SQ,91.68646387966048
The Grey Dog - Union Square,$$,4.0,,,14 ST-UNION SQ,277.66262319997196
Peacefood Cafe Downtown,$$,4.0,,,14 ST-UNION SQ,298.9400409780562
Han Dynasty,$$,4.0,,,14 ST-UNION SQ,329.6349729729553
Craft,$$$$,4.0,,,14 ST-UNION SQ,405.2721660297288
Spice,$$,3.5,,,14 ST-UNION SQ,161.16021332362047
